,target
10122,0
10196,0
14230,1
6854,0
10619,0
11239,0
20183,1
1386,0
20569,1
20551,1
15898,1
17220,1
18179,1
3095,0
22363,1
3285,0
9930,0
9166,0
16726,1
7847,0
1313,0
10085,0
14615,1
20571,1
8420,0
11095,0
11089,0
7450,0
11525,0
20226,1
14706,1
11245,0
9631,0
5072,0
9373,0
16827,1
4749,0
5275,0
2269,0
19928,1
17193,1
1872,0
19000,1
8598,0
1422,0
21104,1
1857,0
5356,0
19564,1
12899,1
22647,1
10306,0
2765,0
16580,1
1541,0
22614,1
7262,0
10794,0
18336,1
4607,0
19458,1
8434,0
7111,0
20188,1
18500,1
17236,1
5538,0
4466,0
19468,1
20502,1
9037,0
10203,0
9475,0
9284,0
19377,1
1174,0
13105,1
7647,0
6123,0
8563,0
3771,0
15908,1
1109,0
4655,0
20846,1
9230,0
16293,1
8212,0
21638,1
8266,0
13723,1
7095,0
13389,1
9126,0
14004,1
12098,1
11723,1
11115,0
9918,0
18975,1
19325,1
9096,0
1737,0
19366,1
16022,1
561,0
15357,1
2486,0
3345,0
11492,0
9354,0
9628,0
11911,1
8314,0
16826,1
9719,0
18310,1
22795,1
21829,1
19693,1
58,0
17791,1
3237,0
15153,1
8405,0
12675,1
10483,0
12558,1
4179,0
3201,0
18625,1
14233,1
3690,0
1649,0
4636,0
2510,0
22490,1
9828,0
938,0
12702,1
11790,1
395,0
22996,1
17283,1
19642,1
10339,0
17756,1
11759,1
17840,1
3870,0
10174,0
13546,1
22673,1
2907,0
10292,0
19355,1
11730,1
14421,1
5993,0
20621,1
18542,1
22120,1
4415,0
20382,1
19884,1
21333,1
10009,0
11300,0
19421,1
3949,0
23149,1
16892,1
14623,1
15546,1
2072,0
12122,1
22535,1
5822,0
21937,1
13335,1
17218,1
3513,0
11007,0
19290,1
20278,1
14608,1
17268,1
21052,1
7964,0
5086,0
7482,0
20615,1
2681,0
766,0
17319,1
3782,0
19740,1
14841,1
9336,0
16495,1
21943,1
10702,0
16751,1
10465,0
2860,0
1221,0
17882,1
4864,0
16162,1
13280,1
20233,1
6085,0
16316,1
12546,1
15269,1
4924,0
4532,0
19728,1
1672,0
17765,1
10643,0
17916,1
4055,0
19720,1
6952,0
20814,1
10000,0
20047,1
10467,0
17983,1
11953,1
10260,0
12016,1
18901,1
12811,1
10237,0
18750,1
10255,0
13305,1
21715,1
9487,0
17548,1
12879,1
21265,1
16171,1
4317,0
9980,0
21153,1
7385,0
5519,0
858,0
5972,0
4439,0
13513,1
9033,0
7875,0
13208,1
595,0
17546,1
8804,0
7799,0
9186,0
12613,1
10970,0
9746,0
14352,1
18665,1
1951,0
9120,0
1096,0
17787,1
7910,0
6944,0
9965,0
14781,1
7830,0
2513,0
6732,0
5559,0
23055,1
7860,0
20100,1
14493,1
11027,0
4700,0
20657,1
2233,0
11242,0
10296,0
21231,1
21837,1
7956,0
1176,0
18637,1
17394,1
15117,1
15092,1
11926,1
18886,1
16865,1
9215,0
11490,0
21952,1
7478,0
4155,0
12740,1
17264,1
21407,1
17184,1
4241,0
5424,0
13265,1
7447,0
3401,0
12456,1
15567,1
12501,1
7492,0
19349,1
12272,1
8995,0
1550,0
1009,0
21727,1
14842,1
10939,0
17688,1
10929,0
19910,1
19509,1
18247,1
5095,0
648,0
3243,0
11054,0
4975,0
727,0
17780,1
14591,1
9133,0
5720,0
8742,0
8169,0
18465,1
6860,0
331,0
7027,0
13809,1
21514,1
8699,0
211,0
22233,1
2263,0
6343,0
21903,1
1781,0
11367,0
3543,0
16809,1
1438,0
10707,0
2868,0
2434,0
19327,1
6830,0
4792,0
9420,0
18954,1
21324,1
21964,1
11869,1
6475,0
9506,0
18369,1
20620,1
920,0
17120,1
12171,1
15250,1
12,0
16113,1
818,0
10976,0
22867,1
8184,0
9896,0
453,0
9241,0
22875,1
9848,0
3457,0
20441,1
21281,1
659,0
21694,1
15676,1
7422,0
18007,1
11100,0
20031,1
940,0
2739,0
9604,0
19912,1
11796,1
4196,0
21549,1
16392,1
18616,1
12826,1
22703,1
4071,0
13441,1
1400,0
20194,1
7690,0
8222,0
8123,0
6363,0
14450,1
5796,0
15533,1
3677,0
6566,0
8864,0
21641,1
10967,0
15884,1
22752,1
13658,1
17497,1
5188,0
4362,0
1108,0
20375,1
10308,0
3229,0
2262,0
18498,1
2349,0
11511,0
19075,1
5835,0
4326,0
75,0
13186,1
1779,0
2553,0
12967,1
23125,1
2686,0
1040,0
21766,1
1563,0
19763,1
555,0
3071,0
19381,1
20545,1
4474,0
7529,0
16752,1
20748,1
13120,1
13048,1
13460,1
7766,0
11045,0
1416,0
19887,1
19939,1
17744,1
15682,1
20330,1
15168,1
15663,1
15128,1
21994,1
17165,1
4601,0
9410,0
9756,0
7961,0
7399,0
22347,1
15902,1
10405,0
22827,1
1238,0
3735,0
8961,0
21863,1
10303,0
21496,1
22345,1
21166,1
10057,0
5839,0
18918,1
2024,0
20481,1
18910,1
9019,0
10894,0
20715,1
14831,1
13218,1
28,0
13485,1
20853,1
9718,0
12426,1
355,0
9621,0
3170,0
15383,1
15279,1
19581,1
19795,1
21066,1
16313,1
8524,0
5643,0
6865,0
18040,1
19260,1
3675,0
15450,1
4224,0
964,0
13763,1
6749,0
120,0
6794,0
18341,1
4228,0
5579,0
13683,1
328,0
4710,0
3281,0
2370,0
5522,0
2544,0
8895,0
15791,1
22011,1
11077,0
19244,1
10871,0
21970,1
2178,0
20078,1
4898,0
5153,0
1209,0
13362,1
16899,1
13068,1
20141,1
9089,0
3123,0
78,0
9736,0
250,0
3766,0
21882,1
9609,0
22392,1
13012,1
10892,0
600,0
9137,0
13415,1
4550,0
943,0
21022,1
17039,1
20046,1
18120,1
9314,0
19416,1
18473,1
1561,0
4869,0
15605,1
14485,1
10189,0
6213,0
3257,0
14236,1
4541,0
1782,0
14096,1
6985,0
13275,1
1095,0
5544,0
1946,0
16904,1
22365,1
21473,1
677,0
19634,1
10797,0
6789,0
1392,0
16516,1
10661,0
752,0
21687,1
3737,0
2976,0
6694,0
11980,1
3215,0
8989,0
12404,1
9969,0
12305,1
1770,0
22202,1
22415,1
22243,1
10912,0
11675,1
14604,1
3022,0
14869,1
12420,1
5401,0
7856,0
11204,0
10100,0
6875,0
23104,1
13956,1
5191,0
4619,0
19955,1
21138,1
16445,1
18969,1
8719,0
8558,0
22427,1
14290,1
12516,1
8146,0
7968,0
4264,0
17410,1
12454,1
10652,0
6825,0
8113,0
10111,0
15442,1
701,0
6170,0
16158,1
8159,0
20158,1
18131,1
6870,0
23072,1
4423,0
12159,1
6862,0
6986,0
4868,0
9490,0
4376,0
15847,1
21342,1
7282,0
9544,0
2926,0
17230,1
9825,0
9479,0
8733,0
20236,1
21070,1
4350,0
20239,1
3697,0
2013,0
23083,1
18821,1
12565,1
21663,1
5677,0
947,0
20133,1
2147,0
8788,0
2705,0
7129,0
13665,1
10086,0
17971,1
19888,1
9699,0
20408,1
10955,0
17191,1
6841,0
10427,0
810,0
5317,0
13876,1
15767,1
22421,1
312,0
2073,0
9730,0
20216,1
19943,1
7734,0
885,0
9669,0
1790,0
11334,0
14621,1
15332,1
7329,0
10200,0
3454,0
8874,0
3895,0
20920,1
22551,1
22335,1
16296,1
8249,0
17993,1
22103,1
8012,0
22683,1
10591,0
12417,1
12334,1
12318,1
17947,1
21868,1
18335,1
7925,0
1468,0
13953,1
9608,0
470,0
10550,0
2722,0
5419,0
20628,1
19012,1
22205,1
21441,1
17853,1
12717,1
12802,1
12349,1
12673,1
6041,0
21960,1
12061,1
14588,1
2744,0
4569,0
14978,1
18659,1
16430,1
2161,0
20682,1
4674,0
17728,1
7456,0
9247,0
20737,1
21522,1
20071,1
16871,1
13892,1
15733,1
10116,0
6379,0
7265,0
13099,1
20197,1
3876,0
1075,0
9307,0
3936,0
11725,1
22879,1
15043,1
19676,1
7141,0
15672,1
11224,0
4207,0
6713,0
9747,0
14590,1
15289,1
14033,1
16254,1
9644,0
2149,0
8511,0
16939,1
4157,0
14961,1
10114,0
9485,0
74,0
19312,1
23060,1
7339,0
4016,0
17784,1
13041,1
10321,0
14595,1
3932,0
14670,1
14492,1
681,0
19881,1
17886,1
15502,1
21701,1
2509,0
7281,0
17648,1
9244,0
20352,1
15933,1
14344,1
17620,1
19314,1
4067,0
22532,1
9648,0
17226,1
20758,1
13100,1
18316,1
14160,1
11434,0
3145,0
20523,1
17577,1
8697,0
11600,0
11652,1
22375,1
5131,0
7926,0
20601,1
20845,1
540,0
4235,0
5507,0
19892,1
11857,1
7396,0
17510,1
18015,1
11560,0
754,0
22537,1
19565,1
20346,1
2542,0
6073,0
17579,1
20279,1
5218,0
16773,1
18839,1
15245,1
237,0
4271,0
5875,0
6657,0
100,0
17178,1
19786,1
19402,1
5192,0
5362,0
4766,0
13499,1
7503,0
13072,1
1620,0
8793,0
18592,1
1308,0
14374,1
1582,0
19494,1
21071,1
2431,0
22659,1
1044,0
20506,1
9749,0
5009,0
21245,1
1487,0
14769,1
7633,0
22883,1
10931,0
19046,1
10307,0
5795,0
18110,1
16558,1
14692,1
5491,0
19544,1
618,0
3799,0
11797,1
4402,0
13951,1
11588,0
1600,0
19309,1
1849,0
9807,0
1752,0
4534,0
2040,0
2083,0
15669,1
7965,0
5231,0
546,0
6199,0
5147,0
10737,0
12191,1
10694,0
18853,1
7169,0
21592,1
22761,1
21872,1
14650,1
15302,1
15574,1
10417,0
19560,1
17678,1
9318,0
14090,1
4065,0
21018,1
1294,0
15566,1
2000,0
2063,0
21567,1
1507,0
6683,0
5577,0
21247,1
8089,0
5611,0
19995,1
17361,1
5335,0
9546,0
4141,0
7938,0
18533,1
13036,1
6016,0
12224,1
21464,1
21963,1
12949,1
2251,0
3670,0
22790,1
16551,1
17610,1
13436,1
21201,1
11689,1
17516,1
17179,1
14196,1
18889,1
22779,1
12963,1
16925,1
11910,1
6697,0
20191,1
6058,0
4698,0
10750,0
3320,0
15864,1
10464,0
12446,1
4773,0
6575,0
19121,1
4709,0
16875,1
13653,1
8740,0
19454,1
5785,0
15965,1
13560,1
10270,0
20379,1
7225,0
2311,0
18000,1
12658,1
8391,0
20277,1
8677,0
15167,1
12916,1
2823,0
4551,0
5336,0
11437,0
14009,1
11353,0
3749,0
10394,0
19335,1
9079,0
524,0
22428,1
13732,1
20757,1
21344,1
122,0
15620,1
9799,0
22275,1
2283,0
2302,0
11609,0
20192,1
14292,1
5820,0
14553,1
21809,1
15173,1
48,0
15011,1
3185,0
14345,1
15774,1
229,0
19759,1
2824,0
8772,0
969,0
3007,0
22710,1
10942,0
19445,1
20355,1
7210,0
2944,0
10910,0
20132,1
14016,1
4433,0
18051,1
17960,1
4161,0
3117,0
11232,0
5322,0
13753,1
17984,1
17423,1
2419,0
21783,1
20003,1
13303,1
7170,0
21796,1
1017,0
20882,1
350,0
14895,1
17628,1
223,0
22491,1
22449,1
2500,0
22140,1
564,0
21798,1
10367,0
18955,1
3385,0
3933,0
7959,0
14516,1
22828,1
3535,0
21671,1
23010,1
20604,1
21487,1
13611,1
18920,1
15994,1
22396,1
10889,0
12018,1
7645,0
14116,1
14708,1
9589,0
19284,1
2833,0
20470,1
22179,1
9979,0
14549,1
4095,0
3990,0
8060,0
10565,0
20090,1
16016,1
18972,1
20505,1
14799,1
2785,0
18203,1
10771,0
10686,0
3880,0
18941,1
19896,1
19288,1
18056,1
11975,1
7746,0
18145,1
3945,0
2164,0
2886,0
10109,0
4354,0
5666,0
172,0
639,0
16894,1
5065,0
1548,0
7435,0
10932,0
10024,0
1036,0
19480,1
14419,1
8418,0
9582,0
18228,1
10713,0
19477,1
17936,1
8257,0
12467,1
19499,1
22734,1
354,0
18115,1
5904,0
12954,1
1164,0
21023,1
3395,0
14796,1
18174,1
12760,1
3127,0
9694,0
15138,1
8501,0
18740,1
23221,1
18982,1
16535,1
3587,0
3557,0
19513,1
10962,0
13004,1
16005,1
5171,0
6743,0
7398,0
11267,0
21147,1
9484,0
13830,1
13890,1
17982,1
8177,0
11620,1
7857,0
19425,1
2603,0
8609,0
8061,0
3250,0
12601,1
15857,1
709,0
118,0
10214,0
4598,0
2042,0
7419,0
6130,0
317,0
10566,0
5315,0
19741,1
14457,1
13419,1
12873,1
14993,1
6523,0
5739,0
21343,1
14953,1
5470,0
14336,1
16471,1
4163,0
13180,1
403,0
4911,0
11422,0
9365,0
6378,0
14744,1
3539,0
6310,0
9219,0
5517,0
2594,0
22073,1
17593,1
18584,1
19258,1
6654,0
14266,1
15867,1
23079,1
1502,0
21570,1
678,0
20113,1
5851,0
7194,0
16301,1
10095,0
2939,0
12390,1
1850,0
1070,0
6784,0
14444,1
10672,0
3392,0
18513,1
10139,0
14606,1
8400,0
17234,1
4893,0
8720,0
19379,1
21448,1
8498,0
20585,1
16587,1
18567,1
6117,0
12716,1
6567,0
5670,0
8949,0
13330,1
574,0
20792,1
20253,1
20833,1
15123,1
16698,1
20767,1
22080,1
8695,0
10514,0
19230,1
2248,0
15958,1
5616,0
22036,1
13509,1
21337,1
14390,1
997,0
12926,1
11586,0
20887,1
14572,1
8032,0
1407,0
21348,1
20538,1
14021,1
14254,1
13841,1
11780,1
18646,1
693,0
10725,0
3443,0
9174,0
4175,0
13844,1
10458,0
19717,1
13382,1
16645,1
11529,0
22808,1
5497,0
3875,0
3626,0
18229,1
6752,0
5111,0
14157,1
16012,1
3555,0
10386,0
18989,1
11059,0
2526,0
15032,1
17922,1
19184,1
1168,0
16136,1
7892,0
3149,0
12006,1
13439,1
1467,0
8154,0
19907,1
13833,1
12153,1
21485,1
4137,0
19942,1
4150,0
6468,0
14017,1
6571,0
15366,1
19964,1
18884,1
15155,1
13779,1
867,0
22566,1
20479,1
402,0
4428,0
3057,0
21268,1
7060,0
16548,1
14863,1
10390,0
11347,0
12212,1
3317,0
12118,1
7865,0
12126,1
6851,0
19370,1
21681,1
6997,0
22319,1
706,0
3491,0
15339,1
4573,0
13247,1
15823,1
19311,1
7054,0
5580,0
3151,0
6617,0
11991,1
4022,0
17917,1
2607,0
11630,1
9118,0
9182,0
2429,0
16630,1
3815,0
17405,1
20831,1
835,0
13256,1
19028,1
8624,0
1173,0
17498,1
8102,0
16117,1
8098,0
4951,0
15194,1
16634,1
22992,1
17115,1
7795,0
21498,1
3407,0
17838,1
15784,1
8963,0
1997,0
21155,1
19474,1
5629,0
4002,0
21017,1
4753,0
22091,1
3681,0
7448,0
17123,1
13135,1
3985,0
18604,1
9205,0
17822,1
4277,0
3666,0
8412,0
16956,1
6520,0
21340,1
15464,1
11831,1
1204,0
2883,0
8613,0
9257,0
7242,0
2637,0
21697,1
877,0
22942,1
4379,0
11957,1
3908,0
10763,0
7688,0
21630,1
8075,0
14635,1
13161,1
6479,0
4711,0
16952,1
12476,1
989,0
2682,0
9702,0
17515,1
11196,0
7787,0
16099,1
3823,0
8446,0
23192,1
5159,0
21149,1
654,0
5812,0
2892,0
16179,1
21736,1
5636,0
9612,0
3044,0
21194,1
8445,0
18738,1
6159,0
13515,1
12569,1
6022,0
5092,0
13569,1
11211,0
11221,0
22580,1
21165,1
18585,1
3659,0
3326,0
9465,0
15033,1
2663,0
19804,1
11673,1
22807,1
1927,0
18609,1
14132,1
21896,1
2880,0
13562,1
9494,0
20243,1
19647,1
20689,1
16195,1
4620,0
942,0
22065,1
21269,1
16577,1
16522,1
8368,0
8627,0
16692,1
12156,1
6727,0
23046,1
21818,1
12817,1
17992,1
21920,1
2623,0
8534,0
16615,1
8371,0
17034,1
737,0
17509,1
18770,1
14057,1
14879,1
14249,1
18493,1
9513,0
10187,0
6495,0
755,0
22530,1
17401,1
15802,1
20264,1
19264,1
6200,0
16453,1
8084,0
15047,1
17232,1
5682,0
22291,1
15653,1
23181,1
7557,0
8569,0
9661,0
15734,1
5961,0
21274,1
7868,0
1269,0
13733,1
12697,1
18960,1
6998,0
11283,0
8669,0
22447,1
9045,0
20134,1
22877,1
19534,1
5127,0
9327,0
1545,0
739,0
11572,0
10875,0
1674,0
16121,1
2567,0
6984,0
6795,0
4732,0
773,0
8521,0
20734,1
17025,1
18,0
2244,0
3203,0
7288,0
5204,0
13708,1
6923,0
19618,1
11998,1
11197,0
13968,1
21430,1
12921,1
6665,0
3240,0
16929,1
3309,0
10358,0
363,0
11017,0
11789,1
4726,0
8738,0
16855,1
1641,0
21827,1
1172,0
4500,0
13465,1
21585,1
3364,0
17322,1
12665,1
1410,0
12479,1
20123,1
6666,0
11332,0
14900,1
2131,0
1797,0
15378,1
7727,0
4575,0
5190,0
8167,0
15732,1
12410,1
523,0
3089,0
19687,1
11619,1
1996,0
11819,1
11602,0
2831,0
8269,0
7489,0
18801,1
19062,1
20365,1
1299,0
6273,0
5499,0
6447,0
15613,1
15126,1
10151,0
7067,0
20544,1
18292,1
15116,1
8747,0
5680,0
11549,0
16781,1
1537,0
23145,1
20428,1
5555,0
3010,0
17107,1
16684,1
7328,0
12486,1
4185,0
15146,1
9549,0
11496,0
13647,1
22053,1
20154,1
22139,1
13147,1
4582,0
22158,1
7367,0
10681,0
143,0
17768,1
21081,1
9344,0
14141,1
1212,0
17185,1
9261,0
14086,1
19747,1
5994,0
4272,0
14923,1
17348,1
786,0
11049,0
14785,1
17974,1
15792,1
12379,1
7853,0
21884,1
19308,1
13016,1
14873,1
14259,1
4626,0
17328,1
20400,1
154,0
11468,0
18178,1
8055,0
19338,1
8926,0
156,0
3085,0
1552,0
13393,1
556,0
2148,0
11987,1
495,0
20035,1
2321,0
151,0
21558,1
19478,1
1364,0
15696,1
3720,0
7127,0
9533,0
5471,0
20568,1
4823,0
15479,1
12653,1
16727,1
4136,0
12388,1
2121,0
6858,0
992,0
13273,1
15871,1
16149,1
17969,1
15630,1
7366,0
21754,1
3565,0
5840,0
16667,1
22404,1
12861,1
8911,0
4151,0
16075,1
14271,1
14130,1
22846,1
13502,1
10313,0
17300,1
19252,1
13204,1
4321,0
3161,0
2630,0
3174,0
2565,0
20784,1
21314,1
17000,1
3114,0
10833,0
21044,1
13920,1
17469,1
2460,0
14914,1
11810,1
21132,1
8092,0
7798,0
8997,0
12886,1
20475,1
7776,0
14201,1
15489,1
22900,1
3140,0
12472,1
5338,0
20835,1
16931,1
7118,0
6937,0
16410,1
3918,0
5529,0
5398,0
11360,0
14380,1
17285,1
20499,1
10740,0
16821,1
8320,0
15699,1
11112,0
5269,0
1861,0
10891,0
23087,1
9225,0
1,0
2706,0
13327,1
10691,0
9196,0
6957,0
2155,0
4011,0
534,0
11962,1
5823,0
16969,1
11875,1
12352,1
15323,1
21241,1
17963,1
19178,1
8683,0
9743,0
14260,1
15124,1
9088,0
16562,1
6464,0
20642,1
8107,0
14904,1
1910,0
19815,1
17900,1
18806,1
18519,1
1317,0
4368,0
8313,0
17690,1
13854,1
6080,0
2601,0
6568,0
22331,1
12746,1
13276,1
7995,0
9142,0
3768,0
5077,0
22092,1
9599,0
4631,0
240,0
16053,1
15424,1
21376,1
17849,1
11461,0
7465,0
1867,0
17846,1
2521,0
1820,0
2410,0
8243,0
6637,0
16576,1
4565,0
14917,1
13929,1
21125,1
6391,0
2118,0
10050,0
3779,0
21652,1
4961,0
2809,0
498,0
11445,0
918,0
13390,1
13264,1
4284,0
19228,1
228,0
22279,1
2741,0
13329,1
11703,1
14348,1
9271,0
18558,1
11113,0
6001,0
4897,0
5583,0
7867,0
1128,0
18744,1
10400,0
1567,0
10298,0
1706,0
3153,0
10364,0
11523,0
7299,0
19670,1
22778,1
6240,0
9824,0
2925,0
10490,0
22947,1
12444,1
2721,0
7509,0
20362,1
18455,1
20494,1
13799,1
15154,1
19251,1
14783,1
16344,1
10832,0
15749,1
9053,0
1505,0
6054,0
19144,1
4225,0
21938,1
21750,1
6768,0
3199,0
6449,0
7951,0
14626,1
22916,1
15804,1
4435,0
11357,0
18059,1
13668,1
14645,1
15706,1
3775,0
16374,1
5596,0
22069,1
9297,0
22015,1
4174,0
18748,1
8737,0
9216,0
17998,1
15581,1
10143,0
22050,1
8543,0
983,0
8033,0
5480,0
14894,1
10486,0
4657,0
6414,0
15386,1
3150,0
20118,1
15861,1
9265,0
5969,0
14998,1
11891,1
15454,1
22624,1
1391,0
18725,1
7437,0
18301,1
8802,0
19866,1
371,0
6146,0
18714,1
9775,0
21957,1
20029,1
2212,0
5603,0
8881,0
5417,0
4938,0
13434,1
3158,0
9158,0
463,0
615,0
6380,0
16762,1
11298,0
12995,1
8181,0
13511,1
16574,1
2716,0
23100,1
22228,1
21309,1
10003,0
13639,1
18269,1
7389,0
14356,1
20462,1
7769,0
6221,0
19841,1
21336,1
7037,0
15474,1
11646,1
15897,1
10570,0
15511,1
21439,1
6358,0
20096,1
6691,0
20415,1
15881,1
1030,0
9164,0
9488,0
1577,0
15859,1
9947,0
3793,0
17551,1
23195,1
2917,0
5586,0
14605,1
6326,0
19935,1
1515,0
2371,0
3432,0
4239,0
1390,0
893,0
20866,1
14037,1
18707,1
15187,1
2933,0
21721,1
10937,0
22672,1
22304,1
1129,0
731,0
11110,0
3084,0
7297,0
4588,0
12496,1
2795,0
7601,0
798,0
17118,1
178,0
11469,0
17558,1
13798,1
9830,0
17174,1
22930,1
198,0
14643,1
16932,1
12940,1
16268,1
11772,1
22029,1
17734,1
17524,1
13277,1
21139,1
15103,1
7533,0
17668,1
15855,1
66,0
4712,0
11452,0
15689,1
20858,1
5033,0
6915,0
2572,0
19274,1
17006,1
22508,1
6222,0
787,0
3332,0
22798,1
6008,0
8334,0
16655,1
19540,1
13448,1
19774,1
1191,0
12478,1
515,0
16862,1
4476,0
10232,0
17902,1
17417,1
18367,1
14622,1
6191,0
14175,1
7237,0
5753,0
2068,0
21594,1
8236,0
16252,1
15905,1
1462,0
15207,1
4576,0
9856,0
19109,1
7349,0
4818,0
18224,1
220,0
12632,1
20311,1
4248,0
17442,1
6487,0
7036,0
9456,0
12433,1
5650,0
17632,1
19790,1
22826,1
18379,1
2881,0
17975,1
901,0
7164,0
11594,0
2181,0
8488,0
9713,0
8219,0
23021,1
20023,1
6772,0
19996,1
14436,1
14678,1
11440,0
21864,1
16172,1
20742,1
7257,0
2580,0
7966,0
20664,1
2156,0
4340,0
9562,0
23070,1
13743,1
1073,0
17065,1
4530,0
3159,0
21354,1
2987,0
1882,0
5974,0
3729,0
490,0
1181,0
1375,0
5014,0
16234,1
17010,1
4758,0
10304,0
6040,0
2841,0
4180,0
4086,0
21121,1
2887,0
8876,0
12271,1
6671,0
14997,1
9211,0
20789,1
12581,1
23177,1
5602,0
22119,1
13921,1
5730,0
14745,1
5296,0
12979,1
20160,1
19272,1
17696,1
10171,0
10065,0
11538,0
7669,0
6869,0
18415,1
12992,1
10472,0
9943,0
9643,0
14892,1
12661,1
22915,1
6681,0
5428,0
9190,0
3786,0
1784,0
7116,0
16878,1
4683,0
10046,0
20139,1
2038,0
9281,0
18835,1
12435,1
21844,1
7876,0
3340,0
21113,1
5911,0
21259,1
17818,1
8514,0
2031,0
17197,1
7235,0
12755,1
15327,1
13983,1
1079,0
15451,1
21869,1
17726,1
19305,1
5649,0
15300,1
19132,1
14506,1
3862,0
2936,0
3917,0
1689,0
14347,1
305,0
4056,0
19709,1
9837,0
17615,1
9706,0
2313,0
20901,1
18132,1
19300,1
9030,0
2062,0
6470,0
17400,1
6477,0
5452,0
11279,0
21653,1
9906,0
4270,0
8531,0
21476,1
9095,0
18582,1
16972,1
3365,0
5515,0
11781,1
23172,1
15310,1
2395,0
18200,1
5506,0
924,0
8134,0
12070,1
17737,1
11706,1
8671,0
3124,0
7620,0
6559,0
22496,1
9145,0
12720,1
9846,0
20274,1
22515,1
9627,0
5798,0
5882,0
9782,0
11348,0
6103,0
6748,0
13009,1
9082,0
18208,1
18001,1
15966,1
20297,1
5540,0
421,0
16081,1
16555,1
3956,0
5606,0
20779,1
11380,0
1725,0
1184,0
9974,0
16788,1
18348,1
904,0
8346,0
17245,1
7797,0
6089,0
2080,0
7928,0
13853,1
20146,1
7933,0
10846,0
12177,1
9316,0
20014,1
9927,0
7211,0
6533,0
5209,0
2646,0
10073,0
16825,1
10622,0
22181,1
23203,1
1478,0
692,0
21793,1
6365,0
20492,1
7370,0
1301,0
7837,0
14877,1
3715,0
20043,1
5037,0
4399,0
13840,1
11294,0
7354,0
16122,1
8750,0
18302,1
1436,0
507,0
16017,1
5402,0
5930,0
22165,1
8947,0
22978,1
12242,1
17303,1
4386,0
12744,1
10310,0
17667,1
20254,1
8693,0
17027,1
1539,0
9121,0
1211,0
15284,1
19985,1
2560,0
13107,1
13029,1
11569,0
12668,1
390,0
17848,1
17576,1
10064,0
3590,0
11350,0
8435,0
6719,0
15540,1
16890,1
14693,1
946,0
15576,1
14327,1
21593,1
18355,1
2547,0
13007,1
272,0
3618,0
19515,1
7008,0
18628,1
9269,0
21773,1
4633,0
17130,1
7707,0
8982,0
18815,1
14312,1
10762,0
13945,1
14342,1
5599,0
9290,0
15989,1
10355,0
3637,0
21335,1
599,0
1652,0
18868,1
8106,0
1893,0
7833,0
22521,1
19493,1
262,0
375,0
1466,0
12615,1
13543,1
16226,1
5696,0
17627,1
18966,1
20909,1
19418,1
941,0
9663,0
15882,1
13353,1
10905,0
21851,1
20794,1
6578,0
19992,1
20448,1
298,0
21836,1
17241,1
7977,0
11463,0
2035,0
10450,0
10164,0
10291,0
17883,1
13397,1
23143,1
14220,1
8844,0
6828,0
7130,0
19979,1
7954,0
16626,1
20935,1
13990,1
3144,0
18028,1
14547,1
7371,0
22260,1
5594,0
18705,1
14466,1
20184,1
19303,1
2076,0
4103,0
7493,0
5968,0
15470,1
22995,1
17965,1
6754,0
2575,0
14389,1
16284,1
4042,0
17751,1
12853,1
4078,0
14246,1
7754,0
14166,1
9462,0
15960,1
4603,0
14252,1
1985,0
7774,0
9726,0
16709,1
16156,1
15560,1
10530,0
12172,1
20180,1
4054,0
21417,1
5229,0
12370,1
13666,1
7454,0
1268,0
864,0
20954,1
4942,0
2253,0
18847,1
16755,1
19726,1
10348,0
7940,0
609,0
4651,0
22929,1
15886,1
5919,0
14022,1
7148,0
13648,1
10635,0
22067,1
19908,1
5581,0
20907,1
5060,0
22360,1
9615,0
8044,0
17046,1
8386,0
14629,1
19213,1
9311,0
2776,0
13667,1
22652,1
18670,1
23171,1
7189,0
13731,1
5573,0
6135,0
10553,0
5247,0
3981,0
11085,0
16663,1
13158,1
2172,0
21610,1
8718,0
7452,0
15553,1
5197,0
17793,1
13210,1
11671,1
21123,1
15995,1
22274,1
21786,1
3809,0
18963,1
10079,0
12488,1
5543,0
15681,1
11864,1
15519,1
10401,0
20860,1
18484,1
17653,1
8745,0
1384,0
23200,1
9036,0
13095,1
297,0
8635,0
21839,1
18699,1
3867,0
18673,1
2077,0
15029,1
15675,1
14209,1
22858,1
15216,1
2537,0
16578,1
16395,1
7362,0
6636,0
7498,0
13482,1
9009,0
22112,1
6553,0
10770,0
16131,1
4654,0
320,0
7135,0
17755,1
11984,1
2654,0
12142,1
13721,1
886,0
5002,0
19577,1
21334,1
17310,1
244,0
14758,1
8207,0
16527,1
5983,0
2363,0
16513,1
1161,0
287,0
13650,1
18433,1
10068,0
10680,0
12450,1
21812,1
8681,0
1170,0
21710,1
10374,0
22298,1
6792,0
21196,1
277,0
18943,1
15946,1
3121,0
8579,0
17695,1
17416,1
8339,0
3406,0
15475,1
13861,1
20690,1
13128,1
931,0
691,0
19050,1
6364,0
9021,0
10273,0
22604,1
16428,1
9141,0
7108,0
8975,0
4319,0
2965,0
3969,0
4926,0
19049,1
14616,1
13971,1
3092,0
12748,1
18266,1
15790,1
12515,1
3982,0
1404,0
6124,0
1094,0
17353,1
15972,1
2843,0
4815,0
16473,1
5956,0
20830,1
20497,1
13374,1
20881,1
18173,1
21180,1
13179,1
12205,1
14407,1
